,race_id,class,race_name,stakes,going,track_type,time_1,time_2,time_3,split_1,split_2,split_3
0,RACE 1 (421),Class 5 - 2000M - (40-0),YUE YEE HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(25.44),(49.62),(1:14.86),25.44,24.18,25.24
0,RACE 2 (422),Class 5 - 1400M - (40-0),RED PACKET HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(13.88),(36.39),(1:00.87),13.88,22.51,24.48
0,RACE 3 (423),Class 4 - 1400M - (60-40),LUCKY STAR HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(13.53),(35.45),(58.83),13.53,21.92,23.38
0,RACE 4 (424),Class 4 - 1200M - (60-40),KUT CHEONG HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(24.06),(47.24),(1:10.19),24.06,23.18,22.95
0,RACE 5 (425),Class 4 - 1200M - (60-40),KUT CHEONG HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(24.29),(46.60),(1:09.73),24.29,22.31,23.13
0,RACE 6 (426),Class 4 - 1600M - (60-40),PROSPERITY HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(24.15),(46.99),(1:11.53),24.15,22.84,24.54
0,RACE 7 (427),Class 3 - 1400M - (85-60),GREAT PROFITS HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.59),(34.70),(57.91),13.59,21.11,23.21
0,RACE 8 (428),Class 1 - 1400M - (110-85),THE CHINESE NEW YEAR CUP (HANDICAP),"HK$ 3,000,000",GOOD,"TURF - ""A"" Course",(13.53),(34.86),(58.21),13.53,21.33,23.35
0,RACE 9 (429),Class 2 - 1200M - (100-80),FAT CHOI HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A"" Course",(23.60),(46.14),(1:08.56),23.60,22.54,22.42
0,RACE 10 (430),Class 3 - 1200M - (80-60),GOOD FORTUNE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.81),(46.18),(1:09.18),23.81,22.37,23.00
0,RACE 11 (431),Class 3 - 1600M - (80-60),KUNG HEI HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(24.34),(47.32),(1:10.81),24.34,22.98,23.49
0,RACE 1 (412),Class 4 - 1000M - (60-40),GLADIOLUS HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(12.67),(34.00),(57.10),12.67,21.33,23.10
0,RACE 2 (413),Class 5 - 1650M - (40-0),PRIMULA HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B"" Course",(28.46),(52.39),(1:16.62),28.46,23.93,24.23
0,RACE 3 (414),Class 4 - 1800M - (60-40),PEONY HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(13.93),(36.78),(1:01.49),13.93,22.85,24.71
0,RACE 4 (415),Class 3 - 1650M - (80-60),DAFFODIL HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(28.00),(51.85),(1:15.61),28.00,23.85,23.76
0,RACE 5 (416),Class 4 - 1200M - (60-40),ORCHID HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.90),(46.96),(1:10.51),23.90,23.06,23.55
0,RACE 6 (417),Class 4 - 1650M - (60-40),PEACH BLOSSOM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(28.42),(52.79),(1:17.77),28.42,24.37,24.98
0,RACE 7 (418),Class 4 - 1200M - (60-40),ORCHID HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.82),(46.96),(1:10.61),23.82,23.14,23.65
0,RACE 8 (419),Class 3 - 1000M - (80-60),AZALEA HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(12.95),(34.35),(57.05),12.95,21.40,22.70
0,RACE 9 (420),Class 3 - 1200M - (80-60),CINERARIA HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(23.96),(46.71),(1:09.97),23.96,22.75,23.26
0,RACE 1 (402),Class 5 - 1200M - (40-0),KAM TIN HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(24.18),(46.61),(1:10.09),24.18,22.43,23.48
0,RACE 2 (403),Class 4 - 1000M - (60-40),MAI PO HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.07),(33.76),(56.92),13.07,20.69,23.16
0,RACE 3 (404),Class 2 - 1600M - (100-80),YUEN LONG HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C"" Course",(25.05),(47.50),(1:10.82),25.05,22.45,23.32
0,RACE 4 (405),Class 4 - 1200M - (60-40),LAU FAU SHAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.81),(45.96),(1:09.25),23.81,22.15,23.29
0,RACE 5 (406),Class 5 - 1650M - (40-0),HUNG SHUI KIU HANDICAP,"HK$ 750,000",GOOD,ALL WEATHER TRACK,(27.83),(50.29),(1:14.46),27.83,22.46,24.17
0,RACE 6 (407),Class 4 - 1650M - (60-40),LAM TEI HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(28.22),(52.04),(1:15.83),28.22,23.82,23.79
0,RACE 7 (408),Class 3 - 1800M - (80-60),NAM SANG WAI HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(13.42),(35.51),(58.19),13.42,22.09,22.68
0,RACE 8 (409),Class 3 - 1000M - (80-60),TUEN MUN HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(13.21),(33.62),(55.57),13.21,20.41,21.95
0,RACE 9 (410),Class 3 - 1200M - (80-60),TIN SHUI WAI HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(24.03),(46.06),(1:08.36),24.03,22.03,22.30
0,RACE 10 (411),Class 3 - 1400M - (80-60),TAI TONG HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(13.71),(35.83),(58.83),13.71,22.12,23.00
0,RACE 1 (393),Class 4 - 1200M - (60-40),SHEK KIP MEI HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.67),(46.21),(1:10.19),23.67,22.54,23.98
0,RACE 2 (394),Class 4 - 1200M - (60-40),SHEK KIP MEI HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.51),(46.40),(1:10.51),23.51,22.89,24.11
0,RACE 3 (395),Class 4 - 2200M - (60-35),TAI WO PING HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(14.65),(38.46),(1:03.56),14.65,23.81,25.10
0,RACE 4 (396),Class 4 - 1200M - (60-40),SHEK KIP MEI HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.68),(46.94),(1:10.33),23.68,23.26,23.39
0,RACE 5 (397),Class 4 - 1650M - (60-40),STONECUTTERS ISLAND HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(28.38),(52.14),(1:16.87),28.38,23.76,24.73
0,RACE 6 (398),Class 2 - 1000M - (105-80),CHEUNG SHA WAN HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A"" Course",(12.67),(34.03),(56.55),12.67,21.36,22.52
0,RACE 7 (399),Class 3 - 1650M - (80-60),SHAM SHUI PO HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(28.50),(54.04),(1:18.64),28.50,25.54,24.60
0,RACE 8 (400),Class 3 - 1200M - (80-60),LAI CHI KOK HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.67),(46.32),(1:09.34),23.67,22.65,23.02
0,RACE 9 (401),Class 3 - 1200M - (80-60),LAI CHI KOK HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.57),(46.05),(1:09.18),23.57,22.48,23.13
0,RACE 1 (383),Class 4 - 1200M - (60-40),SHAU KEI WAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B+2"" Course",(23.92),(46.38),(1:08.97),23.92,22.46,22.59
0,RACE 2 (384),Class 5 - 1400M - (40-0),ALDRICH BAY HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B+2"" Course",(13.62),(35.91),(59.26),13.62,22.29,23.35
0,RACE 3 (385),Class 4 - 1200M - (60-40),RAMBLER CHANNEL HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(23.34),(45.59),(1:08.63),23.34,22.25,23.04
0,RACE 4 (386),Class 4 - 1600M - (60-40),CHAI WAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B+2"" Course",(23.90),(46.44),(1:09.82),23.90,22.54,23.38
0,RACE 5 (387),Class 3 - 1200M - (80-60),TAI TAM BAY HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(22.82),(44.99),(1:08.49),22.82,22.17,23.50
0,RACE 6 (388),Class 2 - 1400M - (100-80),TATHONG CHANNEL HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""B+2"" Course",(13.56),(35.37),(58.43),13.56,21.81,23.06
0,RACE 7 (389),Group Three - 1800M,THE CENTENARY VASE (HANDICAP),"HK$ 3,500,000",GOOD,"TURF - ""B+2"" Course",(13.87),(37.63),(1:00.41),13.87,23.76,22.78
0,RACE 8 (390),Class 4 - 1400M - (60-40),CLEAR WATER BAY HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B+2"" Course",(13.71),(35.63),(58.95),13.71,21.92,23.32
0,RACE 9 (391),Class 3 - 1600M - (80-60),SIU SAI WAN HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B+2"" Course",(24.59),(46.96),(1:10.27),24.59,22.37,23.31
0,RACE 10 (392),Class 2 - 1200M - (100-80),VICTORIA HARBOUR HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""B+2"" Course",(23.96),(46.07),(1:08.40),23.96,22.11,22.33
0,RACE 1 (374),Class 5 - 1200M - (40-0),MURRAY HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(23.81),(46.68),(1:10.03),23.81,22.87,23.35
0,RACE 2 (375),Class 5 - 1650M - (40-0),QUEENSWAY HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(28.22),(52.82),(1:17.58),28.22,24.60,24.76
0,RACE 3 (376),Class 4 - 1200M - (60-40),ICE HOUSE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.53),(46.29),(1:10.01),23.53,22.76,23.72
0,RACE 4 (377),Class 4 - 1200M - (60-40),ICE HOUSE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(23.40),(46.74),(1:09.92),23.40,23.34,23.18
0,RACE 5 (378),Class 4 - 1000M - (60-40),GLENEALY HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(12.53),(34.34),(57.17),12.53,21.81,22.83
0,RACE 6 (379),Class 4 - 1650M - (60-40),LAMBETH HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C+3"" Course",(28.63),(52.34),(1:16.54),28.63,23.71,24.20
0,RACE 7 (380),Class 3 - 1000M - (80-60),CONNAUGHT HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(12.56),(33.76),(56.72),12.56,21.20,22.96
0,RACE 8 (381),Class 2 - 1650M - (100-80),CHATER HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C+3"" Course",(28.42),(52.10),(1:15.81),28.42,23.68,23.71
0,RACE 9 (382),Class 3 - 1650M - (80-60),DES VOEUX HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C+3"" Course",(28.64),(53.71),(1:17.72),28.64,25.07,24.01
0,RACE 1 (364),Class 4 - 1000M - (60-40),D B PIN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A+3"" Course",(13.37),(34.03),(56.55),13.37,20.66,22.52
0,RACE 2 (365),Class 4 - 1800M - (60-40),GIANT TREASURE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A+3"" Course",(14.02),(36.17),(59.26),14.02,22.15,23.09
0,RACE 3 (366),Class 4 - 1400M - (60-40),GLORIOUS DAYS HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A+3"" Course",(13.85),(35.49),(58.83),13.85,21.64,23.34
0,RACE 4 (367),Class 3 - 1400M - (80-60),BEAT THE CLOCK HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A+3"" Course",(13.73),(35.91),(59.45),13.73,22.18,23.54
0,RACE 5 (368),Group One - 1200M,THE CENTENARY SPRINT CUP,"HK$ 12,000,000",GOOD,"TURF - ""A+3"" Course",(23.49),(45.41),(1:08.01),23.49,21.92,22.60
0,RACE 6 (369),Class 3 - 2000M - (80-60),SEASONS BLOOM HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A+3"" Course",(26.58),(50.76),(1:15.42),26.58,24.18,24.66
0,RACE 7 (370),Group One - 1600M,THE STEWARDS' CUP,"HK$ 12,000,000",GOOD,"TURF - ""A+3"" Course",(25.40),(48.61),(1:11.15),25.40,23.21,22.54
0,RACE 8 (371),4 Year Olds - 1600M,THE HONG KONG CLASSIC MILE,"HK$ 12,000,000",GOOD,"TURF - ""A+3"" Course",(24.02),(46.25),(1:09.90),24.02,22.23,23.65
0,RACE 9 (372),Class 2 - 1800M - (100-80),HELENE PARAGON HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A+3"" Course",(14.01),(36.29),(1:01.25),14.01,22.28,24.96
0,RACE 10 (373),Class 3 - 1200M - (80-60),PENIAPHOBIA HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A+3"" Course",(23.96),(46.50),(1:08.85),23.96,22.54,22.35
0,RACE 1 (355),Class 5 - 2200M - (40-0),TSEUK LUK HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(14.20),(38.46),(1:03.87),14.20,24.26,25.41
0,RACE 2 (356),Class 4 - 1200M - (60-40),SAM CHUK HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.46),(46.25),(1:09.76),23.46,22.79,23.51
0,RACE 3 (357),Class 5 - 1000M - (40-0),NG FONG HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(12.70),(34.31),(57.39),12.70,21.61,23.08
0,RACE 4 (358),Class 4 - 1200M - (60-40),SAM CHUK HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.68),(46.43),(1:09.97),23.68,22.75,23.54
0,RACE 5 (359),Class 4 - 1650M - (60-40),SZE MEI HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(28.10),(51.66),(1:16.43),28.10,23.56,24.77
0,RACE 6 (360),Class 4 - 1200M - (60-40),SAM CHUK HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.35),(46.00),(1:09.63),23.35,22.65,23.63
0,RACE 7 (361),Class 3 - 1650M - (80-60),TAI YAU HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(28.25),(52.10),(1:16.30),28.25,23.85,24.20
0,RACE 8 (362),Class 3 - 1200M - (80-60),SHEUNG HEI HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(23.34),(46.02),(1:09.67),23.34,22.68,23.65
0,RACE 9 (363),Class 3 - 1200M - (80-60),SHEUNG HEI HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(23.70),(46.12),(1:08.99),23.70,22.42,22.87
0,RACE 1 (345),Class 5 - 1600M - (40-0),SWAN HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(24.49),(47.41),(1:11.82),24.49,22.92,24.41
0,RACE 2 (346),Class 4 - 1400M - (60-40),SNIPE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(13.67),(36.95),(1:00.97),13.67,23.28,24.02
0,RACE 3 (347),Class 1 - 1650M - (110-85),EGRET HANDICAP,"HK$ 3,000,000",GOOD,ALL WEATHER TRACK,(28.39),(51.20),(1:13.79),28.39,22.81,22.59
0,RACE 4 (348),Class 4 - 1650M - (60-40),SPOONBILL HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(28.66),(51.31),(1:14.88),28.66,22.65,23.57
0,RACE 5 (349),Class 4 - 1200M - (60-40),SEA EAGLE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.57),(46.49),(1:09.97),23.57,22.92,23.48
0,RACE 6 (350),Class 4 - 1200M - (60-40),SEA EAGLE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(24.59),(48.10),(1:10.48),24.59,23.51,22.38
0,RACE 7 (351),Class 3 - 1000M - (80-60),HERON HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.32),(34.51),(57.22),13.32,21.19,22.71
0,RACE 8 (352),Class 3 - 1650M - (85-60),PEACOCK HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(27.78),(50.03),(1:13.37),27.78,22.25,23.34
0,RACE 9 (353),Class 2 - 1000M - (100-80),FLAMINGO HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A"" Course",(13.12),(33.73),(56.74),13.12,20.61,23.01
0,RACE 10 (354),Class 3 - 1400M - (80-60),KESTREL HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.40),(34.63),(57.84),13.40,21.23,23.21
0,RACE 1 (336),Class 4 - 2200M - (60-40),VERBENA HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(14.17),(36.85),(1:01.70),14.17,22.68,24.85
0,RACE 2 (337),Class 4 - 1200M - (60-40),MAGNOLIA HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.93),(47.42),(1:10.66),23.93,23.49,23.24
0,RACE 3 (338),Class 5 - 1650M - (40-0),WISTARIA HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B"" Course",(28.39),(52.55),(1:17.29),28.39,24.16,24.74
0,RACE 4 (339),Class 4 - 1650M - (60-40),OSMANTHUS HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(28.44),(52.25),(1:16.99),28.44,23.81,24.74
0,RACE 5 (340),Class 4 - 1000M - (60-40),DIANTHUS HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(12.68),(34.35),(57.52),12.68,21.67,23.17
0,RACE 6 (341),Class 4 - 1200M - (60-40),MAGNOLIA HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B"" Course",(23.93),(46.78),(1:10.01),23.93,22.85,23.23
0,RACE 7 (342),Class 3 - 1200M - (80-60),BEGONIA HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(23.78),(46.77),(1:09.77),23.78,22.99,23.00
0,RACE 8 (343),Class 3 - 1650M - (80-60),CASSIA HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(27.78),(51.79),(1:16.03),27.78,24.01,24.24
0,RACE 9 (344),Class 3 - 1200M - (80-60),BEGONIA HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B"" Course",(23.62),(46.24),(1:09.85),23.62,22.62,23.61
0,RACE 1 (326),Class 4 - 1200M - (60-40),LAM TIN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.84),(46.62),(1:09.96),23.84,22.78,23.34
0,RACE 2 (327),Class 5 - 1400M - (40-0),SAU MAU PING HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C"" Course",(13.46),(34.99),(58.97),13.46,21.53,23.98
0,RACE 3 (328),Class 5 - 1200M - (40-0),SAN PO KONG HANDICAP,"HK$ 750,000",GOOD,ALL WEATHER TRACK,(23.60),(46.22),(1:09.61),23.60,22.62,23.39
0,RACE 4 (329),Class 4 - 1400M - (60-40),NGAU CHI WAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.48),(34.98),(58.52),13.48,21.50,23.54
0,RACE 5 (330),Class 4 - 1000M - (60-40),KWUN TONG HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(13.23),(34.03),(57.02),13.23,20.80,22.99
0,RACE 6 (331),Class 4 - 1600M - (60-40),NGAU TAU KOK HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""C"" Course",(23.79),(46.54),(1:10.61),23.79,22.75,24.07
0,RACE 7 (332),Class 3 - 1200M - (80-60),DIAMOND HILL HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(24.09),(46.10),(1:09.13),24.09,22.01,23.03
0,RACE 8 (333),Class 3 - 1200M - (80-60),JORDAN VALLEY HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(23.04),(45.07),(1:08.93),23.04,22.03,23.86
0,RACE 9 (334),Class 3 - 1600M - (80-60),KOWLOON BAY HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""C"" Course",(24.07),(46.08),(1:09.98),24.07,22.01,23.90
0,RACE 10 (335),Class 2 - 1400M - (100-80),CHOI HUNG HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""C"" Course",(13.60),(35.43),(58.25),13.60,21.83,22.82
0,RACE 1 (317),Class 5 - 1200M - (40-0),PATERSON HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A"" Course",(23.70),(46.55),(1:10.04),23.70,22.85,23.49
0,RACE 2 (318),Class 4 - 1200M - (60-40),GREAT GEORGE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.76),(46.33),(1:10.27),23.76,22.57,23.94
0,RACE 3 (319),Class 4 - 1650M - (60-40),KINGSTON HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(27.69),(51.56),(1:16.74),27.69,23.87,25.18
0,RACE 4 (320),Group Three - 1800M,THE JANUARY CUP (HANDICAP),"HK$ 3,500,000",GOOD,"TURF - ""A"" Course",(13.48),(36.12),(1:00.91),13.48,22.64,24.79
0,RACE 5 (321),Class 4 - 1200M - (60-40),GREAT GEORGE HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(23.95),(46.60),(1:10.48),23.95,22.65,23.88
0,RACE 6 (322),Class 3 - 1000M - (80-60),CANNON HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(12.70),(33.85),(56.68),12.70,21.15,22.83
0,RACE 7 (323),Class 4 - 1650M - (60-40),KINGSTON HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A"" Course",(27.96),(52.45),(1:16.65),27.96,24.49,24.20
0,RACE 8 (324),Class 3 - 1200M - (80-60),CAUSEWAY HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(23.73),(46.44),(1:09.82),23.73,22.71,23.38
0,RACE 9 (325),Class 3 - 1800M - (80-60),CLEVELAND HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A"" Course",(13.62),(36.57),(1:01.08),13.62,22.95,24.51
0,RACE 1 (306),Class 4 - 1200M - (60-40),PALM HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B+2"" Course",(23.73),(46.34),(1:09.68),23.73,22.61,23.34
0,RACE 2 (307),Class 4 - 1400M - (60-40),POPLAR HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B+2"" Course",(13.68),(35.35),(58.88),13.68,21.67,23.53
0,RACE 3 (308),Group Three - 1000M,THE BAUHINIA SPRINT TROPHY (HANDICAP),"HK$ 3,500,000",GOOD,"TURF - ""B+2"" Course",(13.40),(34.26),(56.66),13.40,20.86,22.40
0,RACE 4 (309),Class 5 - 1800M - (40-0),WILLOW HANDICAP,"HK$ 750,000",GOOD,"TURF - ""B+2"" Course",(14.18),(36.30),(1:00.09),14.18,22.12,23.79
0,RACE 5 (310),Class 4 - 1400M - (60-40),POPLAR HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""B+2"" Course",(13.40),(35.02),(58.58),13.40,21.62,23.56
0,RACE 6 (311),Class 3 - 1200M - (80-60),COTTON TREE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B+2"" Course",(24.07),(46.36),(1:09.16),24.07,22.29,22.80
0,RACE 7 (312),Class 3 - 1200M - (80-60),COTTON TREE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B+2"" Course",(24.04),(46.72),(1:09.26),24.04,22.68,22.54
0,RACE 8 (313),Group Three - 1400M,THE CHINESE CLUB CHALLENGE CUP (HANDICAP),"HK$ 3,500,000",GOOD,"TURF - ""B+2"" Course",(13.43),(35.21),(58.28),13.43,21.78,23.07
0,RACE 9 (314),Class 2 - 1200M - (100-80),CHERRY HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""B+2"" Course",(23.79),(46.50),(1:09.20),23.79,22.71,22.70
0,RACE 10 (315),Class 3 - 1400M - (80-60),FLAME TREE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""B+2"" Course",(13.59),(35.63),(59.34),13.59,22.04,23.71
0,RACE 11 (316),Class 2 - 1600M - (100-80),CHINESE BANYAN HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""B+2"" Course",(25.13),(48.51),(1:12.80),25.13,23.38,24.29
0,RACE 1 (295),Class 4 - 2000M - (60-40),TAI TAN HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A+3"" Course",(26.57),(50.56),(1:14.55),26.57,23.99,23.99
0,RACE 2 (296),Class 5 - 1200M - (40-0),WONG SHEK HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A+3"" Course",(23.45),(46.27),(1:10.02),23.45,22.82,23.75
0,RACE 3 (297),Class 5 - 1400M - (40-0),WONG YI CHAU HANDICAP,"HK$ 750,000",GOOD,"TURF - ""A+3"" Course",(13.62),(35.96),(58.71),13.62,22.34,22.75
0,RACE 4 (298),Class 4 - 1200M - (60-40),PAK TAM CHUNG HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A+3"" Course",(23.56),(45.92),(1:09.23),23.56,22.36,23.31
0,RACE 5 (299),Class 3 - 1800M - (80-60),PAK TAM AU HANDICAP,"HK$ 1,500,000",GOOD,ALL WEATHER TRACK,(13.62),(36.41),(1:01.01),13.62,22.79,24.60
0,RACE 6 (300),Class 4 - 1650M - (60-40),TAI LONG TSUI HANDICAP,"HK$ 1,000,000",GOOD,ALL WEATHER TRACK,(27.66),(50.47),(1:14.76),27.66,22.81,24.29
0,RACE 7 (301),Class 4 - 1600M - (60-40),TAI LONG AU HANDICAP,"HK$ 1,000,000",GOOD,"TURF - ""A+3"" Course",(24.04),(46.96),(1:10.94),24.04,22.92,23.98
0,RACE 8 (302),Class 2 - 2000M - (100-80),CHEUNG SHEUNG HANDICAP,"HK$ 2,200,000",GOOD,"TURF - ""A+3"" Course",(26.40),(51.06),(1:14.83),26.40,24.66,23.77
0,RACE 9 (303),Class 2 - 1650M - (100-80),CHEK KENG HANDICAP,"HK$ 2,200,000",GOOD,ALL WEATHER TRACK,(27.89),(50.60),(1:14.02),27.89,22.71,23.42
0,RACE 10 (304),Class 3 - 1000M - (80-60),LONG KE HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A+3"" Course",(13.12),(33.95),(56.51),13.12,20.83,22.56
0,RACE 11 (305),Class 3 - 1400M - (80-60),LUK WU HANDICAP,"HK$ 1,500,000",GOOD,"TURF - ""A+3"" Course",(13.64),(34.81),(58.30),13.64,21.17,23.49
0,RACE 1 (286),Class 5 - 1650M - (40-0),NEPTUNE HANDICAP,"HK$ 750,000",GOOD,"TURF - ""C+3"" Course",(28.16),(51.97),(1:16.54),28.16,23.81,24.57
